event_type,msg_len,app_installed,delivery_retry_score,label_channel
Credit Card Bill Reminder,316,0,1,Email
KYC Reminder,258,1,0,Push Notification
Fraud Alert,87,1,1,SMS
Credit Card Bill Reminder,155,0,0,Email
Credit Card Bill Reminder,280,0,0,Email
Payment Confirmation,34,1,0,Push Notification
KYC Reminder,324,1,0,Push Notification
Payment Confirmation,146,0,1,Email
Monthly Statement,117,1,1,Email
Beneficiary Added Alert,98,1,1,WhatsApp
Fraud Alert,94,1,0,SMS
Monthly Statement,136,0,0,Email
KYC Reminder,350,1,1,Push Notification
Payment Confirmation,145,0,1,Email
Credit Card Bill Reminder,263,1,0,Email
Payment Confirmation,43,1,0,Email
Monthly Statement,78,0,0,Email
Reward Points Update,45,1,1,Push Notification
Transaction OTP,5,1,2,Push Notification
Monthly Statement,20,0,0,Email
Payment Confirmation,155,1,2,Email
KYC Reminder,279,1,1,Push Notification
KYC Reminder,147,0,0,Push Notification
Payment Confirmation,158,0,1,Email
Beneficiary Added Alert,56,0,0,WhatsApp
Monthly Statement,131,1,0,Push Notification
KYC Reminder,240,0,0,Push Notification
KYC Reminder,246,1,1,Push Notification
Login OTP,12,1,0,SMS
Login OTP,8,1,1,SMS
Beneficiary Added Alert,78,1,0,WhatsApp
Fraud Alert,92,1,0,SMS
Payment Confirmation,35,0,1,Email
Low Balance Alert,79,1,1,Email
KYC Reminder,341,0,1,Push Notification
Reward Points Update,93,0,1,Email
Monthly Statement,147,1,3,Push Notification
Credit Card Bill Reminder,109,1,0,Email
Low Balance Alert,66,1,1,WhatsApp
Credit Card Bill Reminder,122,1,0,Push Notification
Payment Confirmation,171,0,0,SMS
Login OTP,9,1,0,SMS
Monthly Statement,59,0,0,Email
KYC Reminder,170,1,0,Push Notification
Login OTP,6,0,0,SMS
KYC Reminder,156,0,0,Push Notification
Monthly Statement,62,0,0,Email
Monthly Statement,35,1,0,Push Notification
Fraud Alert,72,0,1,SMS
Login OTP,6,1,0,SMS
Fraud Alert,87,0,1,SMS
Transaction OTP,5,1,2,Push Notification
Transaction OTP,11,0,0,Email
Beneficiary Added Alert,49,0,0,WhatsApp
Low Balance Alert,32,1,2,Email
Payment Confirmation,166,1,0,Push Notification
Low Balance Alert,80,1,0,Email
Login OTP,9,0,0,Email
Login OTP,4,0,1,SMS
Credit Card Bill Reminder,247,0,0,Email
Payment Confirmation,157,1,1,Email
Credit Card Bill Reminder,124,1,0,Email
Transaction OTP,11,1,1,Email
Low Balance Alert,110,1,1,Email
KYC Reminder,152,1,0,Push Notification
Credit Card Bill Reminder,251,1,1,Push Notification
Login OTP,8,1,1,SMS
Beneficiary Added Alert,26,0,0,WhatsApp
Reward Points Update,127,1,1,Push Notification
KYC Reminder,110,1,0,Push Notification
Login OTP,8,1,2,SMS
Payment Confirmation,64,0,0,Email
Beneficiary Added Alert,71,0,1,WhatsApp
Low Balance Alert,104,1,2,Email
Reward Points Update,44,1,0,Email
KYC Reminder,309,0,0,Push Notification
KYC Reminder,327,0,0,WhatsApp
Monthly Statement,119,1,1,Email
Low Balance Alert,37,0,1,Email
Credit Card Bill Reminder,323,1,1,Push Notification
Monthly Statement,124,0,1,Email
Beneficiary Added Alert,34,1,0,WhatsApp
Low Balance Alert,31,0,1,Email
Login OTP,6,1,2,SMS
Reward Points Update,157,1,1,Push Notification
Credit Card Bill Reminder,154,1,2,Push Notification
KYC Reminder,118,1,2,Push Notification
Monthly Statement,146,0,0,Email
Login OTP,11,1,0,SMS
Beneficiary Added Alert,89,0,0,WhatsApp
Payment Confirmation,123,1,1,Email
Reward Points Update,109,1,0,Push Notification
Transaction OTP,10,0,1,Email
Monthly Statement,126,0,0,Email
Low Balance Alert,46,1,0,Email
KYC Reminder,172,0,1,Push Notification
Transaction OTP,9,1,0,Push Notification
Low Balance Alert,30,0,0,Push Notification
Transaction OTP,9,0,0,Email
Monthly Statement,51,1,0,Push Notification
KYC Reminder,290,1,0,Push Notification
Beneficiary Added Alert,32,0,1,WhatsApp
Transaction OTP,9,0,0,Email
Reward Points Update,99,1,0,Email
Low Balance Alert,81,1,0,Push Notification
Fraud Alert,119,0,0,SMS
Transaction OTP,5,0,0,Email
Credit Card Bill Reminder,265,1,1,Push Notification
Credit Card Bill Reminder,191,0,0,Email
Fraud Alert,33,1,0,SMS
Credit Card Bill Reminder,123,1,1,Push Notification
Beneficiary Added Alert,24,1,1,WhatsApp
KYC Reminder,334,1,2,Push Notification
KYC Reminder,224,0,1,SMS
Beneficiary Added Alert,72,1,0,WhatsApp
Low Balance Alert,50,1,1,Email
Login OTP,6,0,0,SMS
Login OTP,5,1,0,SMS
Fraud Alert,98,1,1,SMS
Credit Card Bill Reminder,262,0,1,Email
Low Balance Alert,43,0,1,Email
Monthly Statement,174,1,1,Email
KYC Reminder,121,0,0,Push Notification
Fraud Alert,119,1,0,SMS
KYC Reminder,269,1,1,Push Notification
Fraud Alert,86,0,0,SMS
Low Balance Alert,76,1,1,Push Notification
Monthly Statement,83,1,0,Push Notification
Monthly Statement,62,0,2,Email
Payment Confirmation,193,0,0,Email
KYC Reminder,189,0,0,Push Notification
Monthly Statement,200,0,0,Email
Beneficiary Added Alert,30,1,0,WhatsApp
Credit Card Bill Reminder,306,1,2,Email
Low Balance Alert,50,1,1,Push Notification
KYC Reminder,137,1,1,Push Notification
Monthly Statement,155,1,0,Email
Payment Confirmation,182,1,1,Push Notification
Payment Confirmation,160,1,0,Email
Transaction OTP,9,1,1,Push Notification
Reward Points Update,42,1,0,Email
Payment Confirmation,137,1,0,Email
Payment Confirmation,198,1,0,SMS
Payment Confirmation,88,1,0,Push Notification
Beneficiary Added Alert,107,1,0,WhatsApp
Reward Points Update,85,1,1,Email
KYC Reminder,198,0,1,Push Notification
Payment Confirmation,50,1,1,Push Notification
Fraud Alert,105,1,1,Email
Credit Card Bill Reminder,165,0,0,Email
KYC Reminder,173,0,0,Push Notification
Payment Confirmation,188,1,0,Push Notification
Monthly Statement,46,1,0,Email
Beneficiary Added Alert,48,1,0,WhatsApp
Monthly Statement,26,1,0,Push Notification
Transaction OTP,9,1,0,Email
Credit Card Bill Reminder,305,0,0,Email
Login OTP,9,1,0,SMS
Low Balance Alert,120,1,1,Push Notification
Reward Points Update,195,0,1,Email
Transaction OTP,10,1,1,Email
Low Balance Alert,46,0,0,Email
Reward Points Update,198,1,2,Push Notification
Fraud Alert,23,0,1,SMS
Fraud Alert,25,0,0,SMS
Login OTP,4,0,0,SMS
Payment Confirmation,192,1,1,Push Notification
Transaction OTP,9,0,1,Email
Fraud Alert,74,1,1,SMS
Low Balance Alert,41,0,0,Push Notification
Beneficiary Added Alert,103,1,2,WhatsApp
KYC Reminder,207,1,0,Push Notification
Login OTP,4,1,0,SMS
Credit Card Bill Reminder,222,1,0,Email
KYC Reminder,228,1,0,Push Notification
KYC Reminder,105,0,2,Push Notification
Credit Card Bill Reminder,285,0,0,Email
Monthly Statement,130,0,1,Email
Low Balance Alert,71,1,1,Email
Payment Confirmation,64,1,1,SMS
Beneficiary Added Alert,38,1,0,WhatsApp
Beneficiary Added Alert,110,1,1,WhatsApp
Login OTP,10,0,2,SMS
Low Balance Alert,43,1,1,WhatsApp
Monthly Statement,50,1,0,Email
KYC Reminder,210,1,0,Push Notification
Credit Card Bill Reminder,100,0,1,Email
Beneficiary Added Alert,79,0,0,WhatsApp
Fraud Alert,71,0,0,SMS
Beneficiary Added Alert,31,0,0,WhatsApp
KYC Reminder,260,1,0,Push Notification
Credit Card Bill Reminder,216,0,0,Email
Beneficiary Added Alert,109,0,1,WhatsApp
Reward Points Update,110,0,1,Email
Low Balance Alert,24,1,0,Push Notification
Credit Card Bill Reminder,145,1,0,Email
Credit Card Bill Reminder,345,1,1,Email
Fraud Alert,106,1,1,SMS
Payment Confirmation,113,1,0,Email
Login OTP,8,1,0,SMS
Beneficiary Added Alert,60,1,0,WhatsApp
Payment Confirmation,167,1,0,Email
Beneficiary Added Alert,36,0,2,WhatsApp
Low Balance Alert,81,0,2,Email
Payment Confirmation,74,0,0,Email
Beneficiary Added Alert,47,1,0,WhatsApp
Credit Card Bill Reminder,291,1,1,SMS
Reward Points Update,182,0,0,Email
Payment Confirmation,75,1,0,Email
KYC Reminder,212,1,1,Push Notification
KYC Reminder,150,1,2,Push Notification
Beneficiary Added Alert,53,0,0,WhatsApp
Transaction OTP,12,0,2,Email
Monthly Statement,66,1,0,WhatsApp
Monthly Statement,27,1,1,Email
Fraud Alert,40,0,1,SMS
KYC Reminder,244,1,1,Push Notification
Login OTP,8,1,1,SMS
Reward Points Update,62,1,1,Email
Beneficiary Added Alert,59,0,2,WhatsApp
Beneficiary Added Alert,94,0,2,Push Notification
Reward Points Update,180,1,2,Email
Monthly Statement,195,1,0,Push Notification
Beneficiary Added Alert,28,1,1,SMS
Beneficiary Added Alert,55,1,0,WhatsApp
Beneficiary Added Alert,63,1,0,WhatsApp
Login OTP,6,1,1,SMS
Credit Card Bill Reminder,304,0,1,Email
Monthly Statement,191,1,1,Email
Payment Confirmation,84,0,2,Email
Reward Points Update,29,0,0,Email
Login OTP,4,1,1,SMS
Login OTP,5,1,1,SMS
Low Balance Alert,94,0,2,WhatsApp
Low Balance Alert,116,1,0,Email
Low Balance Alert,52,1,1,Email
Payment Confirmation,35,1,0,Email
Beneficiary Added Alert,46,0,1,WhatsApp
Credit Card Bill Reminder,294,1,0,Email
Payment Confirmation,175,1,1,Email
Credit Card Bill Reminder,346,0,0,WhatsApp
Low Balance Alert,87,0,3,Email
Transaction OTP,4,0,1,Email
Login OTP,8,1,0,SMS
Beneficiary Added Alert,50,0,1,WhatsApp
Credit Card Bill Reminder,252,0,1,Email
Beneficiary Added Alert,56,0,0,WhatsApp
Low Balance Alert,110,0,1,Email
Beneficiary Added Alert,20,0,2,WhatsApp
Beneficiary Added Alert,101,1,0,WhatsApp
Payment Confirmation,85,0,0,Email
Monthly Statement,53,1,0,Email
Fraud Alert,63,1,1,SMS
Transaction OTP,4,0,0,Email
Login OTP,7,1,2,SMS
KYC Reminder,350,1,0,Push Notification
Monthly Statement,152,0,1,Email
Reward Points Update,133,1,0,Email
Transaction OTP,7,0,0,Email
Low Balance Alert,63,1,1,Email
Low Balance Alert,99,1,0,Push Notification
Low Balance Alert,86,1,1,Push Notification
Reward Points Update,109,1,2,Email
Low Balance Alert,61,1,0,Push Notification
Monthly Statement,46,0,0,Email
Monthly Statement,34,0,0,Email
Fraud Alert,39,0,0,SMS
Beneficiary Added Alert,43,1,1,WhatsApp
Reward Points Update,43,0,1,Email
Fraud Alert,24,1,0,SMS
Beneficiary Added Alert,34,1,2,WhatsApp
Transaction OTP,12,0,0,Email
Low Balance Alert,58,0,0,Email
Fraud Alert,26,1,1,SMS
Beneficiary Added Alert,103,1,1,WhatsApp
Fraud Alert,80,1,0,SMS
Login OTP,9,1,2,SMS
Low Balance Alert,93,1,2,Email
Login OTP,8,0,0,SMS
Reward Points Update,154,1,0,Email
Transaction OTP,5,0,1,Email
Transaction OTP,8,1,0,Push Notification
Beneficiary Added Alert,71,1,0,WhatsApp
Reward Points Update,98,0,1,Email
Beneficiary Added Alert,44,0,1,WhatsApp
Low Balance Alert,90,1,0,Push Notification
Transaction OTP,11,1,1,Push Notification
Beneficiary Added Alert,51,1,1,WhatsApp
Low Balance Alert,104,0,0,Email
Fraud Alert,68,0,0,SMS
Monthly Statement,114,1,0,Push Notification
KYC Reminder,160,1,1,Push Notification
Transaction OTP,5,0,0,Email
Beneficiary Added Alert,32,0,2,WhatsApp
Transaction OTP,9,1,1,Push Notification
Credit Card Bill Reminder,206,1,0,Push Notification
Monthly Statement,194,1,1,Push Notification
Payment Confirmation,146,1,0,Email
Monthly Statement,90,1,0,Email
Beneficiary Added Alert,32,1,2,WhatsApp
Low Balance Alert,43,0,0,WhatsApp
Fraud Alert,23,1,0,SMS
Payment Confirmation,131,1,2,Email
Login OTP,4,1,0,SMS
Reward Points Update,164,1,1,Email
Transaction OTP,11,0,0,Email
KYC Reminder,205,1,0,Push Notification
Beneficiary Added Alert,25,0,0,WhatsApp
Fraud Alert,69,0,0,SMS
Monthly Statement,58,1,2,Push Notification
Fraud Alert,111,1,1,SMS
Beneficiary Added Alert,90,0,1,WhatsApp
Transaction OTP,12,1,0,Push Notification
Low Balance Alert,76,1,1,Email
Reward Points Update,70,1,1,Email
KYC Reminder,293,1,0,Push Notification
Fraud Alert,52,1,0,SMS
Payment Confirmation,109,0,0,Email
Payment Confirmation,102,1,0,Push Notification
Monthly Statement,58,1,0,Email
Reward Points Update,67,0,0,Email
Login OTP,12,1,1,SMS
Payment Confirmation,107,1,2,Push Notification
Reward Points Update,60,0,0,Email
Fraud Alert,41,1,1,SMS
Payment Confirmation,137,0,0,Email
Transaction OTP,12,0,0,Email
Credit Card Bill Reminder,346,0,1,Email
KYC Reminder,347,0,1,Push Notification
Credit Card Bill Reminder,239,1,1,SMS
Monthly Statement,101,1,0,Email
Payment Confirmation,163,1,1,WhatsApp
Login OTP,10,0,0,SMS
Login OTP,7,1,1,SMS
Low Balance Alert,23,0,1,Email
Login OTP,7,1,0,SMS
Transaction OTP,10,0,1,Email
Login OTP,5,0,2,SMS
Credit Card Bill Reminder,268,1,2,Push Notification
Low Balance Alert,30,0,0,Email
Transaction OTP,6,1,1,Push Notification
Login OTP,11,0,0,SMS
Beneficiary Added Alert,30,0,0,WhatsApp
Fraud Alert,28,0,2,SMS
Reward Points Update,189,1,1,Push Notification
KYC Reminder,296,1,0,Push Notification
Low Balance Alert,74,0,0,WhatsApp
Payment Confirmation,31,1,2,Push Notification
Credit Card Bill Reminder,280,1,0,Email
Login OTP,10,0,0,SMS
Fraud Alert,68,1,1,Email
Monthly Statement,141,1,1,SMS
Login OTP,12,0,0,SMS
Transaction OTP,8,0,0,Email
Fraud Alert,64,1,0,Email
Transaction OTP,6,0,0,Email
KYC Reminder,266,1,1,Push Notification
Login OTP,6,0,2,SMS
Fraud Alert,40,1,0,SMS
Transaction OTP,11,1,0,Email
Payment Confirmation,122,1,1,Email
Low Balance Alert,41,1,2,Push Notification
Payment Confirmation,155,1,1,Push Notification
Fraud Alert,80,0,1,SMS
Beneficiary Added Alert,64,0,0,WhatsApp
Transaction OTP,6,0,0,Email
Beneficiary Added Alert,46,1,0,WhatsApp
Fraud Alert,111,0,0,SMS
Monthly Statement,159,0,0,Email
Reward Points Update,74,0,0,Email
Credit Card Bill Reminder,316,1,0,Push Notification
Fraud Alert,92,1,1,SMS
KYC Reminder,219,1,0,Push Notification
Reward Points Update,52,0,0,Email
Transaction OTP,7,0,2,Email
Transaction OTP,4,1,2,Push Notification
Transaction OTP,11,0,0,Email
Low Balance Alert,112,1,1,Push Notification
Monthly Statement,122,1,1,Push Notification
Low Balance Alert,28,0,0,Email
Beneficiary Added Alert,61,0,0,WhatsApp
Reward Points Update,70,1,0,Push Notification
Transaction OTP,6,1,0,Push Notification
Monthly Statement,129,1,0,Push Notification
Payment Confirmation,188,0,1,Email
Reward Points Update,147,1,2,Push Notification
Beneficiary Added Alert,106,1,1,WhatsApp
Beneficiary Added Alert,35,1,0,WhatsApp
Reward Points Update,84,0,0,Email
Payment Confirmation,129,0,1,Email
KYC Reminder,292,1,1,Push Notification
Monthly Statement,189,1,1,Push Notification
Payment Confirmation,103,1,0,Push Notification
Beneficiary Added Alert,105,1,0,WhatsApp
Payment Confirmation,151,1,2,Email
KYC Reminder,285,1,0,Push Notification
Reward Points Update,40,1,1,Email
Payment Confirmation,121,0,2,Email
Reward Points Update,177,1,1,Email
KYC Reminder,267,0,0,Push Notification
Beneficiary Added Alert,26,0,0,WhatsApp
Transaction OTP,7,0,0,Email
Transaction OTP,4,0,1,Email
Transaction OTP,6,0,0,Email
KYC Reminder,127,1,0,WhatsApp
Fraud Alert,113,1,1,SMS
Low Balance Alert,101,1,1,Push Notification
Fraud Alert,49,1,0,SMS
Transaction OTP,7,0,2,Email
Login OTP,6,1,0,SMS
Credit Card Bill Reminder,212,0,0,Email
Login OTP,4,0,0,SMS
Reward Points Update,49,1,0,Push Notification
KYC Reminder,135,0,0,Push Notification
Credit Card Bill Reminder,242,1,1,Push Notification
Credit Card Bill Reminder,129,0,1,Email
Monthly Statement,134,1,1,Push Notification
Low Balance Alert,73,1,0,Email
Monthly Statement,188,1,2,Push Notification
Beneficiary Added Alert,39,0,1,WhatsApp
KYC Reminder,186,1,1,Push Notification
Credit Card Bill Reminder,187,1,0,Push Notification
Low Balance Alert,81,0,0,Email
KYC Reminder,310,1,1,Push Notification
Reward Points Update,70,0,1,Email
Reward Points Update,103,0,0,Email
Credit Card Bill Reminder,136,1,0,Push Notification
Beneficiary Added Alert,78,1,1,WhatsApp
Reward Points Update,38,1,2,Push Notification
Credit Card Bill Reminder,205,0,1,Email
Reward Points Update,55,1,1,SMS
Fraud Alert,98,1,0,SMS
Login OTP,5,1,0,SMS
Reward Points Update,47,0,0,Email
Transaction OTP,8,1,1,Push Notification
Beneficiary Added Alert,94,1,1,WhatsApp
Beneficiary Added Alert,26,0,0,WhatsApp
Reward Points Update,96,1,1,Email
Low Balance Alert,93,1,0,Email
Credit Card Bill Reminder,247,1,0,WhatsApp
Fraud Alert,58,0,0,Email
KYC Reminder,318,0,1,Push Notification
Monthly Statement,198,1,1,Push Notification
Reward Points Update,166,1,2,Email
Beneficiary Added Alert,27,0,0,WhatsApp
Fraud Alert,76,1,1,SMS
Reward Points Update,106,1,1,Push Notification
Monthly Statement,194,1,0,Push Notification
Low Balance Alert,28,0,0,Email
Payment Confirmation,71,0,2,Email
KYC Reminder,155,1,0,Push Notification
Transaction OTP,10,1,0,Email
Credit Card Bill Reminder,265,1,0,Push Notification
Payment Confirmation,168,1,0,Push Notification
Login OTP,11,0,0,SMS
Low Balance Alert,23,1,1,Email
Fraud Alert,78,1,0,SMS
Payment Confirmation,93,1,3,Email
Monthly Statement,68,1,1,Email
Login OTP,6,0,0,SMS
Beneficiary Added Alert,98,0,0,WhatsApp
Monthly Statement,199,0,2,Email
Monthly Statement,152,1,2,WhatsApp
KYC Reminder,238,1,0,Push Notification
Low Balance Alert,83,0,1,Email
KYC Reminder,238,1,0,Push Notification
Login OTP,10,1,0,WhatsApp
Login OTP,9,0,1,SMS
Monthly Statement,83,1,1,Push Notification
Payment Confirmation,151,1,0,Push Notification
Beneficiary Added Alert,117,0,2,WhatsApp
Credit Card Bill Reminder,340,1,0,Push Notification
Reward Points Update,159,1,1,Push Notification
Monthly Statement,60,1,2,Email
Login OTP,11,1,1,SMS
Reward Points Update,50,1,0,Push Notification
Login OTP,11,1,2,SMS
Beneficiary Added Alert,68,0,3,WhatsApp
Transaction OTP,11,1,0,Email
Login OTP,4,0,0,SMS
Fraud Alert,43,0,1,SMS
Monthly Statement,48,1,2,Push Notification
Payment Confirmation,57,1,0,Email
Low Balance Alert,24,0,0,Email
Payment Confirmation,120,0,1,Email
Beneficiary Added Alert,40,1,3,WhatsApp
Monthly Statement,197,1,0,Email
Reward Points Update,149,0,1,WhatsApp
Transaction OTP,9,1,0,Email
Beneficiary Added Alert,20,0,1,WhatsApp
Low Balance Alert,49,1,0,Push Notification
Monthly Statement,87,0,1,Email
Reward Points Update,50,1,2,SMS
Monthly Statement,140,0,0,Email
Low Balance Alert,56,0,1,Email
Transaction OTP,11,0,1,Push Notification
KYC Reminder,348,0,1,Push Notification
Fraud Alert,91,0,0,WhatsApp
Credit Card Bill Reminder,133,0,0,Email
Low Balance Alert,88,1,2,Email
Beneficiary Added Alert,81,1,0,WhatsApp
Fraud Alert,69,1,0,SMS
KYC Reminder,186,1,0,Push Notification
Monthly Statement,130,1,2,Push Notification
Login OTP,12,1,0,SMS
Reward Points Update,93,0,1,Email
Reward Points Update,187,1,0,Push Notification
Monthly Statement,154,0,0,Email
Fraud Alert,33,1,0,SMS
Transaction OTP,4,1,1,Email
Monthly Statement,158,1,0,Push Notification
Reward Points Update,76,1,2,Email
Beneficiary Added Alert,104,0,1,WhatsApp
KYC Reminder,169,1,0,Push Notification
Payment Confirmation,93,1,0,Push Notification
Reward Points Update,40,0,0,Email
Fraud Alert,34,1,0,SMS
Login OTP,6,0,0,SMS
Reward Points Update,62,1,1,Email
Low Balance Alert,48,1,2,Push Notification
Reward Points Update,92,1,0,Push Notification
Reward Points Update,73,1,0,Push Notification
KYC Reminder,244,0,0,Push Notification
Monthly Statement,89,0,0,Email
KYC Reminder,326,1,0,Push Notification
KYC Reminder,137,0,1,Push Notification
Payment Confirmation,93,1,0,Push Notification
Low Balance Alert,58,0,3,Email
Monthly Statement,86,0,0,Email
Fraud Alert,79,0,1,SMS
Transaction OTP,9,1,0,Email
Fraud Alert,61,0,0,SMS
Reward Points Update,172,0,0,Email
Fraud Alert,105,1,1,SMS
KYC Reminder,342,1,0,Push Notification
KYC Reminder,131,1,1,Push Notification
Low Balance Alert,51,1,0,Email
Credit Card Bill Reminder,322,0,0,Email
Fraud Alert,114,1,0,SMS
KYC Reminder,214,1,0,Push Notification
Fraud Alert,75,1,1,SMS
Beneficiary Added Alert,77,0,0,WhatsApp
Reward Points Update,118,1,0,Push Notification
Reward Points Update,181,1,1,Email
Fraud Alert,55,1,1,SMS
Low Balance Alert,44,1,0,Push Notification
Monthly Statement,166,0,0,Email
Beneficiary Added Alert,98,0,1,WhatsApp
KYC Reminder,132,0,0,Push Notification
Transaction OTP,12,1,0,Push Notification
Beneficiary Added Alert,28,0,1,WhatsApp
Fraud Alert,92,1,2,SMS
Reward Points Update,154,1,0,Push Notification
Fraud Alert,66,1,1,SMS
Payment Confirmation,103,0,1,Email
Beneficiary Added Alert,78,0,1,Push Notification
Beneficiary Added Alert,36,0,0,WhatsApp
Reward Points Update,139,0,0,Email
Low Balance Alert,61,1,0,Email
Reward Points Update,124,1,0,Push Notification
Payment Confirmation,67,0,1,Email
Low Balance Alert,97,0,1,Email
Beneficiary Added Alert,87,1,1,WhatsApp
Login OTP,5,1,1,SMS
Payment Confirmation,164,0,1,Email
KYC Reminder,165,1,0,Push Notification
Beneficiary Added Alert,59,0,0,WhatsApp
Beneficiary Added Alert,82,0,0,WhatsApp
Monthly Statement,21,1,1,Email
Low Balance Alert,60,0,0,Email
Fraud Alert,63,1,0,SMS
Credit Card Bill Reminder,256,0,0,Email
Monthly Statement,162,1,0,Push Notification
KYC Reminder,163,1,1,Push Notification
Monthly Statement,55,0,1,Email
Reward Points Update,27,1,0,Email
Beneficiary Added Alert,31,1,0,WhatsApp
Payment Confirmation,110,0,0,Email
Transaction OTP,8,1,0,Email
KYC Reminder,300,1,1,Push Notification
Reward Points Update,130,0,0,Email
Credit Card Bill Reminder,264,1,0,Push Notification
Login OTP,12,0,0,SMS
Credit Card Bill Reminder,305,1,1,Push Notification
KYC Reminder,234,1,0,Push Notification
Reward Points Update,92,1,0,Email
Payment Confirmation,131,1,1,Push Notification
Fraud Alert,23,1,0,SMS
Login OTP,9,1,1,SMS
KYC Reminder,225,0,0,Push Notification
Login OTP,9,1,1,SMS
Transaction OTP,10,1,2,Push Notification
Login OTP,11,0,1,SMS
Reward Points Update,175,1,1,SMS
Credit Card Bill Reminder,295,0,0,Email
Monthly Statement,109,1,0,Push Notification
Login OTP,9,0,1,SMS
Transaction OTP,6,1,0,Email
Login OTP,12,1,2,SMS
Reward Points Update,134,1,0,Email
Low Balance Alert,23,1,1,Email
Monthly Statement,58,1,1,Email
KYC Reminder,220,0,1,Push Notification
Monthly Statement,68,1,1,Push Notification
Low Balance Alert,66,1,1,Email
KYC Reminder,165,0,0,Push Notification
Beneficiary Added Alert,120,0,2,WhatsApp
Reward Points Update,183,0,0,Email
Credit Card Bill Reminder,343,1,2,SMS
Credit Card Bill Reminder,139,0,0,Email
Reward Points Update,87,0,1,Email
Transaction OTP,5,0,1,Email
Reward Points Update,113,1,0,Push Notification
Fraud Alert,25,0,1,SMS
Reward Points Update,93,0,0,Email
Fraud Alert,53,1,0,SMS
Monthly Statement,43,1,0,Push Notification
Transaction OTP,5,0,2,Email
Low Balance Alert,38,1,0,Push Notification
KYC Reminder,134,0,0,Push Notification
Transaction OTP,8,1,1,Email
Credit Card Bill Reminder,266,0,2,Email
KYC Reminder,207,1,0,Push Notification
Credit Card Bill Reminder,102,1,0,Push Notification
Transaction OTP,9,1,0,Push Notification
Beneficiary Added Alert,111,0,1,WhatsApp
Beneficiary Added Alert,69,1,1,WhatsApp
Transaction OTP,5,1,0,Email
Login OTP,4,1,1,SMS
KYC Reminder,104,0,2,Push Notification
Monthly Statement,49,1,1,Push Notification
KYC Reminder,120,0,1,Push Notification
Fraud Alert,111,0,0,SMS
Payment Confirmation,184,1,2,Push Notification
Low Balance Alert,56,0,1,Email
Credit Card Bill Reminder,107,1,2,Push Notification
Payment Confirmation,159,0,1,Email
Login OTP,8,0,1,Email
KYC Reminder,347,1,0,Push Notification
Monthly Statement,159,0,1,Email
Low Balance Alert,97,1,0,Push Notification
Reward Points Update,65,0,1,Email
Low Balance Alert,51,1,1,Push Notification
KYC Reminder,313,0,1,Push Notification
Beneficiary Added Alert,50,0,1,Push Notification
Transaction OTP,6,1,2,WhatsApp
Monthly Statement,35,1,0,Email
Credit Card Bill Reminder,189,0,1,Email
Beneficiary Added Alert,28,1,0,WhatsApp
Credit Card Bill Reminder,287,1,0,Push Notification
Fraud Alert,55,1,1,SMS
Login OTP,4,0,0,SMS
Monthly Statement,191,0,1,Email
Fraud Alert,113,0,0,SMS
Beneficiary Added Alert,72,0,0,WhatsApp
Credit Card Bill Reminder,133,0,2,Email
KYC Reminder,201,1,2,Push Notification
Monthly Statement,61,0,0,Email
Credit Card Bill Reminder,118,1,1,Email
Fraud Alert,33,1,0,SMS
KYC Reminder,110,1,0,WhatsApp
Credit Card Bill Reminder,322,0,0,Email
Payment Confirmation,93,1,0,Push Notification
Reward Points Update,71,1,0,Email
Transaction OTP,4,0,0,Email
Reward Points Update,172,0,1,Email
Credit Card Bill Reminder,246,0,1,Email
Credit Card Bill Reminder,158,1,1,Push Notification
Credit Card Bill Reminder,227,0,0,Email
Low Balance Alert,99,0,2,Email
Beneficiary Added Alert,99,1,0,WhatsApp
KYC Reminder,211,0,2,Push Notification
Login OTP,5,1,0,Push Notification
Login OTP,8,1,0,Email
Credit Card Bill Reminder,313,1,1,Push Notification
Login OTP,11,1,0,SMS
Beneficiary Added Alert,99,1,1,WhatsApp
Transaction OTP,6,1,0,Email
Reward Points Update,22,1,0,Email
Reward Points Update,133,1,0,Push Notification
Beneficiary Added Alert,51,1,1,WhatsApp
KYC Reminder,345,0,1,Email
Monthly Statement,187,0,1,Email
Transaction OTP,7,1,0,Push Notification
Beneficiary Added Alert,110,1,0,WhatsApp
Monthly Statement,64,1,0,Push Notification
Reward Points Update,94,0,0,Email
Payment Confirmation,118,1,0,Email
KYC Reminder,126,1,0,Email
Beneficiary Added Alert,95,0,1,WhatsApp
Monthly Statement,52,1,0,Push Notification
Reward Points Update,120,1,2,Push Notification
Monthly Statement,133,1,1,Email
Credit Card Bill Reminder,205,1,0,Push Notification
Low Balance Alert,89,1,0,SMS
Monthly Statement,186,1,0,Push Notification
KYC Reminder,172,0,1,Push Notification
Beneficiary Added Alert,51,0,1,WhatsApp
KYC Reminder,116,1,1,Push Notification
Low Balance Alert,75,0,1,Email
Credit Card Bill Reminder,189,1,2,Email
Login OTP,5,1,1,SMS
Low Balance Alert,31,1,2,Email
Credit Card Bill Reminder,246,0,0,Email
Credit Card Bill Reminder,284,1,0,Email
Payment Confirmation,76,1,2,Email
Credit Card Bill Reminder,234,0,0,Email
Payment Confirmation,91,0,0,Email
Transaction OTP,10,0,0,Email
Payment Confirmation,55,0,1,SMS
Low Balance Alert,36,1,0,Push Notification
Credit Card Bill Reminder,203,1,1,Email
